timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
4403528,-0.04,-0.06,1.6,-7.87,6.23,1.4,899.68,22.82,
4403566,-0.04,-0.05,1.56,-7.51,4.46,1.59,899.71,22.83,
4403605,-0.03,-0.08,1.51,-6.96,4.39,1.95,899.67,22.84,
4403643,-0.04,-0.08,1.42,-6.71,2.87,2.08,899.59,22.82,
4403681,-0.04,-0.06,1.45,-6.35,2.44,2.62,899.58,22.83,
4403731,-0.03,-0.08,1.35,-5.74,2.08,2.62,899.55,22.81,
4403769,-0.02,-0.07,1.42,-5.49,0.73,2.69,899.53,22.82,
4403808,-0.04,-0.09,1.31,-5.07,1.95,3.11,899.44,22.81,
4403846,-0.04,-0.08,1.43,-4.39,1.53,2.81,899.42,22.83,
4403884,-0.04,-0.08,1.44,-4.33,2.75,2.75,899.4,22.83,
4403923,-0.03,-0.06,1.52,-3.97,2.93,2.69,899.39,22.83,
4403961,-0.04,-0.04,1.59,-3.85,6.1,2.5,899.3,22.83,
4403999,-0.04,-0.06,1.59,-4.15,8.61,2.62,899.31,22.82,
4404037,-0.01,-0.05,1.67,-3.72,7.69,2.69,899.19,22.84,
4404075,-0.02,-0.06,1.61,-3.3,8.73,2.69,899.18,22.83,
4404126,-0.02,-0.04,1.58,-3.17,8.91,2.99,899.15,22.82,
4404164,-0.0,-0.06,1.48,-2.56,8.48,3.05,899.15,22.83,
4404202,-0.02,-0.06,1.45,-1.89,7.39,3.17,899.06,22.82,
4404240,-0.03,-0.08,1.39,-1.28,8.48,3.48,899.04,22.81,
4404278,-0.01,-0.07,1.39,-1.22,7.32,3.3,899.05,22.82,
4404317,-0.01,-0.07,1.34,-0.85,6.16,3.48,898.97,22.83,
4404355,-0.03,-0.08,1.3,-0.55,6.16,3.3,898.92,22.83,
4404393,0.01,-0.09,1.15,-0.61,6.71,3.23,898.91,22.83,
4404431,0.06,-0.06,1.23,0.31,2.99,2.87,898.88,22.82,
4404481,-0.01,-0.09,0.92,-0.31,2.5,3.3,898.75,22.83,
4404520,0.0,-0.06,0.99,1.46,-0.37,3.17,898.69,22.83,
4404558,0.02,-0.1,0.76,0.0,-0.49,2.99,898.69,22.83,
4404596,0.0,-0.06,0.88,0.67,-5.13,2.99,898.65,22.82,
4404634,-0.01,-0.1,0.77,1.04,-4.58,3.17,898.57,22.83,
4404673,0.01,-0.07,0.84,-0.43,-6.77,2.69,898.52,22.83,
4404711,0.0,-0.09,0.85,0.37,-6.47,2.87,898.45,22.82,
4404749,-0.02,-0.08,0.77,-0.49,-6.9,2.81,898.41,22.82,
4404787,-0.04,-0.07,0.82,0.55,-6.59,2.32,898.36,22.8,
4404826,0.01,-0.09,0.65,-0.92,-3.11,2.01,898.38,22.8,
4404876,0.01,-0.06,0.84,0.73,-2.69,1.83,898.28,22.79,
4404914,-0.01,-0.1,0.68,-0.18,0.18,1.77,898.22,22.8,
4404952,-0.02,-0.06,0.87,0.61,0.0,1.59,898.21,22.79,
4404990,0.01,-0.09,0.89,0.43,1.83,1.71,898.15,22.79,
4405029,-0.01,-0.08,0.98,1.16,1.16,1.53,898.14,22.8,
4405067,-0.02,-0.08,0.97,2.08,2.75,1.22,898.08,22.81,
4405105,-0.02,-0.07,0.93,2.62,3.66,1.22,898.01,22.81,
4405143,0.01,-0.06,0.88,3.48,3.66,1.46,898.01,22.8,
4405182,-0.02,-0.06,0.79,3.78,3.11,1.28,897.95,22.8,
4405220,-0.05,-0.07,0.79,4.27,3.54,1.46,897.94,22.81,
4405296,-0.01,-0.06,0.82,4.64,2.01,1.59,897.74,22.79,
4405334,-0.01,-0.09,0.68,4.33,2.93,1.71,897.79,22.79,
4405372,-0.02,-0.06,0.78,4.39,2.26,1.53,897.72,22.8,
4405462,-0.02,-0.06,0.75,4.15,0.79,1.77,897.67,22.77,
4405501,-0.02,-0.07,0.7,4.33,2.38,1.65,897.64,22.79,
4405539,0.01,-0.06,0.74,4.09,1.59,1.46,897.59,22.78,
4405577,-0.01,-0.07,0.71,4.82,1.53,1.59,897.54,22.79,
