timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
4961524,-0.0,-0.0,1.27,-5.74,3.42,-10.99,884.79,31.27
4961573,-0.0,-0.02,1.24,-5.62,4.03,-11.17,884.7,31.26
4961612,0.0,-0.0,1.29,-5.8,3.66,-11.29,884.72,31.28
4961650,-0.0,-0.0,1.27,-5.98,3.85,-11.23,884.68,31.27
4961688,-0.0,-0.0,1.3,-6.1,3.48,-11.23,884.66,31.27
4961726,0.0,-0.0,1.28,-6.1,3.72,-11.29,884.65,31.28
4961764,-0.02,0.01,1.28,-6.04,3.11,-11.29,884.65,31.29
4961802,-0.02,-0.0,1.26,-6.04,3.97,-11.23,884.62,31.28
4961841,-0.0,0.0,1.28,-5.98,4.03,-11.29,884.63,31.27
4961879,0.02,0.0,1.31,-6.16,3.72,-11.35,884.59,31.27
4961929,-0.01,0.01,1.33,-6.23,3.42,-11.35,884.54,31.27
4961967,0.0,0.01,1.35,-6.23,3.36,-11.35,884.56,31.28
4962005,-0.0,0.02,1.37,-6.41,3.17,-11.29,884.5,31.28
4962043,-0.02,0.02,1.39,-6.41,2.56,-11.05,884.52,31.28
4962081,-0.02,0.03,1.41,-6.23,2.75,-11.11,884.49,31.27
4962119,-0.02,0.02,1.36,-6.41,2.5,-10.99,884.48,31.29
4962157,0.01,0.01,1.37,-6.41,3.05,-11.05,884.55,31.3
4962196,-0.0,-0.0,1.3,-6.41,3.72,-11.23,884.57,31.3
4962234,-0.02,0.01,1.31,-6.41,3.72,-11.17,884.57,31.3
4962272,-0.01,0.0,1.25,-6.41,4.46,-11.17,884.49,31.3
4962349,-0.02,-0.01,1.24,-6.59,4.76,-11.35,884.51,31.26
4962387,-0.02,-0.01,1.27,-6.65,4.03,-11.47,884.43,31.29
4962425,-0.02,-0.01,1.28,-6.41,4.64,-11.47,884.43,31.28
4962515,-0.02,-0.01,1.27,-6.23,4.64,-11.41,884.51,31.24
4962554,-0.03,-0.01,1.25,-6.04,4.58,-11.23,884.49,31.26
4962592,-0.03,-0.0,1.28,-5.8,4.33,-11.47,884.43,31.26
4962630,-0.02,-0.0,1.22,-5.49,4.15,-11.17,884.4,31.25
4962668,-0.03,0.01,1.25,-5.62,3.97,-10.93,884.43,31.27
4962706,-0.02,-0.01,1.23,-5.8,3.78,-10.93,884.36,31.27
4962756,-0.03,-0.01,1.26,-5.98,3.23,-10.44,884.35,31.26
4962794,-0.02,0.0,1.28,-6.04,3.23,-10.31,884.32,31.26
4962832,-0.03,0.01,1.27,-6.16,3.11,-10.31,884.35,31.26
4962870,-0.03,0.01,1.27,-6.35,3.54,-10.07,884.31,31.27
4962909,-0.01,-0.0,1.3,-6.41,2.93,-10.07,884.25,31.26
4962947,-0.03,-0.0,1.29,-6.35,3.17,-9.89,884.3,31.27
4962985,-0.02,0.01,1.29,-6.47,3.3,-9.83,884.27,31.26
4963023,-0.02,0.02,1.32,-6.23,3.17,-9.64,884.25,31.26
4963061,-0.02,0.01,1.28,-6.29,3.72,-9.64,884.22,31.26
4963111,-0.02,0.01,1.3,-6.23,3.36,-9.4,884.2,31.24
4963149,-0.02,0.01,1.28,-6.04,3.54,-9.28,884.21,31.26
4963187,-0.02,0.01,1.31,-5.86,3.85,-9.4,884.23,31.26
4963226,-0.02,0.01,1.3,-5.62,4.21,-9.22,884.23,31.26
4963264,-0.03,0.01,1.32,-5.43,4.58,-9.16,884.21,31.26
4963302,-0.02,-0.0,1.29,-5.13,5.49,-9.16,884.14,31.26
4963340,-0.02,0.01,1.3,-5.13,4.94,-8.91,884.15,31.25
4963378,-0.04,0.0,1.26,-4.94,4.88,-8.97,884.17,31.27
4963416,-0.02,0.01,1.24,-4.88,4.7,-8.79,884.13,31.26
4963466,-0.02,0.0,1.25,-4.76,5.07,-8.61,884.12,31.26
4963504,-0.01,-0.01,1.21,-4.7,5.19,-8.67,884.1,31.25
4963542,-0.01,-0.01,1.22,-4.82,5.55,-8.61,884.12,31.26
