timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
5193545,0.07,-0.07,1.13,-2.14,9.16,-1.22,881.23,30.7
5193583,0.06,-0.06,1.14,-1.77,9.34,-1.71,881.26,30.71
5193621,0.09,-0.06,1.12,-1.65,9.22,-2.08,881.18,30.71
5193659,0.08,-0.05,1.12,-1.53,8.73,-2.5,881.18,30.72
5193697,0.07,-0.07,1.06,-1.46,8.73,-2.87,881.18,30.72
5193735,0.08,-0.05,1.08,-1.59,8.67,-3.54,881.2,30.72
5193774,0.09,-0.06,1.1,-1.71,8.18,-3.85,881.17,30.72
5193812,0.08,-0.06,1.1,-1.77,7.75,-4.39,881.18,30.73
5193850,0.08,-0.06,1.09,-1.89,8.48,-4.76,881.16,30.72
5193888,0.08,-0.06,1.08,-2.2,7.87,-5.25,881.09,30.73
5193938,0.06,-0.05,1.09,-2.69,7.57,-5.86,881.12,30.72
5193976,0.06,-0.06,1.07,-2.99,7.69,-6.23,881.13,30.72
5194014,0.07,-0.07,1.07,-3.3,7.51,-6.84,881.12,30.73
5194052,0.06,-0.06,1.1,-3.36,7.02,-7.32,881.1,30.73
5194090,0.05,-0.05,1.08,-3.48,6.84,-7.57,881.13,30.73
5194128,0.05,-0.05,1.09,-3.97,7.14,-8.12,881.04,30.73
5194166,0.05,-0.05,1.06,-4.03,6.9,-8.48,881.17,30.75
5194205,0.04,-0.06,1.06,-4.03,6.53,-8.85,881.13,30.74
5194243,0.05,-0.06,1.04,-4.21,6.35,-9.09,881.1,30.74
5194293,0.04,-0.05,1.06,-4.21,5.62,-9.4,881.1,30.72
5194331,0.04,-0.06,1.07,-4.27,6.35,-9.77,881.04,30.73
5194369,0.04,-0.05,1.1,-4.27,5.74,-10.01,881.12,30.74
5194407,0.04,-0.05,1.1,-4.46,6.23,-10.25,881.08,30.74
5194445,0.02,-0.05,1.1,-4.52,6.53,-10.5,881.07,30.74
5194483,0.03,-0.04,1.15,-4.88,6.9,-10.93,881.13,30.76
5194522,0.03,-0.04,1.18,-4.7,6.96,-11.11,881.01,30.74
5194560,0.02,-0.04,1.18,-4.76,6.47,-11.17,881.09,30.74
5194598,0.01,-0.04,1.19,-4.94,7.02,-11.23,881.04,30.75
5194648,0.03,-0.04,1.25,-4.64,7.02,-11.72,881.0,30.73
5194686,0.01,-0.05,1.23,-4.52,7.08,-11.9,881.03,30.74
5194724,-0.01,-0.04,1.25,-4.46,6.96,-12.08,881.05,30.75
5194762,-0.0,-0.02,1.24,-4.64,7.87,-12.08,881.05,30.74
5194800,-0.0,-0.01,1.27,-4.82,8.73,-11.96,881.04,30.76
5194838,-0.02,-0.02,1.3,-4.76,8.85,-12.02,881.01,30.75
5194877,-0.02,-0.02,1.3,-4.94,8.91,-11.96,880.99,30.75
