timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
3099536,-0.03,-0.08,0.83,3.17,5.43,0.12,899.2,25.58,
3099586,-0.05,-0.09,0.79,3.48,5.62,0.37,899.16,25.56,
3099624,-0.05,-0.09,0.78,3.3,4.64,0.43,899.19,25.58,
3099662,-0.05,-0.08,0.8,4.03,4.21,0.37,899.16,25.57,
3099701,-0.04,-0.08,0.73,3.85,3.6,0.43,899.16,25.57,
3099739,-0.04,-0.07,0.77,4.33,2.44,0.79,899.2,25.57,
3099777,-0.07,-0.1,0.69,4.39,2.38,0.79,899.16,25.57,
3099815,-0.07,-0.08,0.72,4.21,1.34,0.92,899.19,25.58,
3099854,-0.06,-0.08,0.7,3.72,1.59,1.16,899.14,25.58,
3099892,-0.05,-0.09,0.72,3.17,1.28,1.22,899.13,25.57,
3099930,-0.05,-0.1,0.7,2.81,1.16,1.53,899.16,25.58,
3099980,-0.05,-0.08,0.75,1.59,1.28,1.65,899.15,25.57,
3100018,-0.05,-0.09,0.78,1.04,1.83,1.83,899.15,25.57,
3100056,-0.04,-0.08,0.84,-0.06,1.71,1.95,899.18,25.57,
3100094,-0.07,-0.08,0.9,-0.24,2.38,2.08,899.19,25.58,
3100133,-0.05,-0.09,0.96,-0.92,2.38,2.32,899.21,25.58,
3100171,-0.04,-0.08,1.05,-0.73,2.81,2.14,899.23,25.58,
3100209,-0.06,-0.08,1.06,-0.85,3.54,2.32,899.21,25.57,
3100247,-0.03,-0.08,1.11,-0.43,4.15,2.44,899.22,25.58,
3100285,-0.04,-0.08,1.13,-0.43,4.39,2.5,899.26,25.58,
3100324,-0.07,-0.08,1.15,-0.12,3.66,2.62,899.24,25.58,
3100374,-0.06,-0.08,1.1,-0.43,4.15,2.87,899.29,25.57,
3100412,-0.05,-0.08,1.15,0.18,3.23,2.87,899.26,25.57,
3100450,-0.04,-0.1,1.06,0.12,3.3,3.05,899.31,25.58,
3100488,-0.05,-0.08,1.04,0.55,3.11,3.05,899.31,25.58,
3100526,-0.03,-0.07,1.08,0.85,3.36,3.17,899.26,25.57,
3100564,-0.04,-0.08,1.09,1.28,2.87,3.54,899.29,25.57,
3100603,-0.06,-0.09,1.04,1.34,2.44,3.66,899.25,25.59,
3100641,-0.06,-0.08,1.06,1.28,2.69,3.66,899.24,25.57,
3100679,-0.03,-0.08,1.07,1.04,2.69,3.66,899.31,25.56,
3100755,-0.03,-0.09,1.07,0.92,3.23,4.03,899.3,25.54,
3100793,-0.02,-0.08,1.1,0.98,3.42,3.91,899.39,25.57,
3100831,-0.03,-0.08,1.09,0.79,3.72,4.27,899.34,25.56,
