timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
5761518,-0.02,-0.09,0.92,0.55,3.54,-1.65,926.72,31.08
5761568,-0.04,-0.08,0.96,0.79,2.62,-1.65,926.73,31.07
5761606,-0.05,-0.09,0.99,1.1,2.26,-1.53,926.63,31.07
5761644,-0.05,-0.09,1.04,1.04,2.87,-1.71,926.67,31.08
5761682,-0.05,-0.09,1.11,0.85,4.39,-1.53,926.74,31.08
5761721,-0.04,-0.07,1.22,0.67,3.91,-1.71,926.69,31.08
5761759,-0.03,-0.09,1.28,0.79,6.16,-1.71,926.64,31.08
5761797,-0.02,-0.08,1.39,0.67,4.64,-1.65,926.58,31.08
5761835,-0.03,-0.03,1.58,1.1,3.11,-1.28,926.61,31.09
5761873,-0.03,-0.05,1.58,1.34,4.15,-1.1,926.61,31.09
5761923,-0.08,-0.05,1.56,1.04,0.98,-0.98,926.64,31.06
5761961,-0.08,-0.08,1.61,1.83,0.37,-0.79,926.61,31.07
5761999,-0.06,-0.1,1.41,2.14,3.11,-1.04,926.64,31.08
5762037,-0.04,-0.06,1.34,2.75,3.36,-1.1,926.63,31.08
5762075,-0.03,-0.07,1.23,3.17,3.11,-0.85,926.62,31.08
5762114,-0.07,-0.09,1.04,3.05,3.54,-0.92,926.64,31.09
5762152,-0.07,-0.08,1.05,3.11,4.27,-0.85,926.64,31.09
5762190,-0.05,-0.1,1.05,3.23,3.54,-0.85,926.6,31.08
5762228,-0.07,-0.09,1.06,3.11,3.48,-0.49,926.54,31.09
5762266,-0.05,-0.1,1.02,3.23,4.52,-0.61,926.62,31.09
5762316,-0.05,-0.09,1.05,3.23,4.15,-0.49,926.53,31.07
5762354,-0.04,-0.1,1.01,3.3,3.17,-0.12,926.52,31.09
5762392,-0.08,-0.09,0.97,3.11,2.26,-0.37,926.6,31.08
5762430,-0.09,-0.09,0.91,2.87,2.87,-0.18,926.48,31.08
5762468,-0.04,-0.1,0.91,2.93,3.23,-0.12,926.59,31.1
5762507,-0.06,-0.1,0.87,2.38,2.81,-0.06,926.52,31.08
5762545,-0.06,-0.1,0.81,2.2,3.85,0.18,926.56,31.09
5762583,-0.04,-0.09,0.85,2.44,3.48,0.0,926.49,31.09
5762621,-0.05,-0.09,0.81,1.89,3.36,0.37,926.49,31.08
5762671,-0.05,-0.1,0.87,2.08,2.56,0.49,926.46,31.07
5762709,-0.05,-0.1,0.82,1.89,4.58,0.31,925.79,31.08
5762747,-0.11,-0.1,0.96,3.66,1.16,0.49,925.13,31.08
5762785,-0.06,-0.15,0.84,1.53,3.54,0.31,927.14,31.08
5762823,-0.03,-0.12,0.87,1.65,2.14,0.06,928.09,31.09
5762861,-0.05,-0.21,0.81,0.73,8.06,0.37,928.55,31.08
5762900,-0.05,-0.2,0.6,0.37,4.94,0.31,928.97,31.09
5762938,-0.07,-0.12,0.78,2.38,1.89,0.06,928.96,31.09
5762976,0.02,-0.18,0.28,0.92,8.06,0.18,928.99,31.09
5763014,-0.04,-0.05,0.58,0.49,1.71,0.0,929.02,31.1
5763064,-0.02,-0.2,0.35,2.75,7.57,-0.18,929.13,31.08
5763102,-0.02,-0.13,0.44,1.71,0.49,0.0,929.1,31.09
5763140,-0.05,-0.17,0.42,2.01,5.31,-0.12,929.13,31.08
5763178,-0.01,-0.17,0.33,1.59,3.6,-0.12,929.07,31.1
5763216,-0.06,-0.17,0.45,0.12,2.5,0.12,929.08,31.08
5763254,-0.03,-0.18,0.46,-0.12,3.3,-0.06,929.13,31.1
5763292,-0.02,-0.19,0.53,0.12,0.31,-0.18,929.17,31.1
5763331,-0.01,-0.17,0.48,-0.67,3.36,-0.18,929.06,31.1
5763369,-0.03,-0.15,0.71,0.49,1.28,-0.06,929.14,31.11
5763444,-0.05,-0.16,0.8,0.67,-1.46,-0.31,928.97,31.05
5763483,-0.0,-0.19,0.85,0.55,2.2,-0.37,929.06,31.06
5763521,-0.04,-0.16,0.9,0.43,1.04,-0.37,928.93,31.08
5763610,-0.01,-0.18,0.98,1.65,2.75,-0.55,928.91,31.05
5763648,-0.02,-0.16,1.08,2.62,2.32,-0.92,929.02,31.05
5763686,-0.01,-0.15,0.91,3.42,3.05,-0.92,928.97,31.06
5763725,-0.04,-0.16,0.98,4.27,1.95,-0.92,929.04,31.06
5763763,-0.01,-0.14,0.92,4.15,1.53,-1.4,928.94,31.06
5763801,-0.04,-0.14,0.97,4.76,0.31,-1.71,928.94,31.07
5763839,-0.04,-0.16,1.0,4.94,0.31,-1.59,929.08,31.05
5763889,-0.02,-0.16,0.93,4.82,0.31,-1.83,929.03,31.05
5763927,-0.03,-0.16,0.9,4.27,-0.24,-1.83,929.01,31.05
5763965,-0.03,-0.16,0.93,4.88,0.79,-1.95,929.11,31.06
5764003,-0.04,-0.16,0.79,4.58,2.2,-2.14,929.04,31.06
5764041,-0.03,-0.16,0.81,5.31,2.2,-2.2,929.25,31.06
5764080,-0.02,-0.17,0.67,5.37,2.56,-2.14,929.18,31.06
5764118,-0.03,-0.16,0.7,5.31,2.14,-2.38,929.18,31.06
