timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
2484520,-0.03,-0.04,1.05,3.36,3.91,0.49,903.66,34.0
2484558,-0.03,-0.05,0.96,3.3,4.15,0.73,903.62,34.0
2484597,-0.06,-0.05,0.95,3.54,3.42,0.85,903.61,34.02
2484635,-0.04,-0.06,0.88,3.23,4.27,1.04,903.57,34.01
2484673,-0.05,-0.04,0.9,3.11,2.99,1.34,903.55,34.01
2484711,-0.04,-0.05,0.88,2.32,3.36,1.71,903.6,34.01
2484749,-0.06,-0.05,0.93,1.77,2.69,1.83,903.53,34.0
2484787,-0.04,-0.06,0.96,1.28,2.5,1.89,903.55,34.01
2484825,-0.03,-0.05,0.98,0.85,2.87,2.2,903.62,34.01
2484863,-0.04,-0.03,1.02,0.98,2.56,2.14,903.56,34.01
2484913,-0.04,-0.05,0.98,0.12,3.17,2.56,903.52,34.01
2484951,-0.04,-0.04,1.06,0.12,3.36,2.56,903.5,34.01
2484989,-0.03,-0.05,1.03,-0.37,5.0,2.56,903.49,34.01
2485027,-0.04,-0.03,1.07,-0.24,4.03,2.69,903.46,34.01
2485065,-0.06,-0.04,1.04,-0.37,5.8,2.75,903.49,34.02
2485103,-0.05,-0.05,1.01,-0.61,6.23,2.75,903.5,34.01
2485141,-0.05,-0.05,1.02,-0.37,8.0,2.56,903.54,34.02
2485179,-0.04,-0.05,0.92,-0.37,8.06,3.05,903.47,34.02
2485217,-0.05,-0.03,1.0,1.04,7.32,2.87,903.47,34.01
2485255,-0.03,-0.05,0.91,0.73,8.48,3.11,903.46,34.02
2485305,-0.04,-0.05,0.97,1.89,6.35,3.3,903.51,34.01
2485343,-0.04,-0.06,0.95,1.71,6.47,3.48,903.47,34.01
2485381,-0.04,-0.04,0.98,2.38,5.43,3.6,903.43,34.01
2485419,-0.05,-0.05,0.94,2.26,5.68,3.85,903.49,34.01
2485457,-0.03,-0.05,0.92,2.38,4.46,3.97,903.47,34.01
2485495,-0.04,-0.05,0.91,2.2,4.52,3.97,903.38,34.01
2485533,-0.04,-0.05,0.88,1.83,3.91,4.21,903.37,34.01
2485571,-0.03,-0.05,0.93,1.71,3.05,4.58,903.42,34.01
2485610,-0.03,-0.05,0.94,1.59,3.3,4.46,903.33,34.01
2485659,-0.03,-0.04,0.99,1.4,2.93,4.52,903.38,33.99
2485697,-0.03,-0.04,1.02,1.22,2.69,4.76,903.35,34.01
2485735,-0.02,-0.04,1.06,1.22,2.38,4.7,903.41,34.02
2485773,-0.03,-0.04,1.05,0.98,2.69,4.7,903.32,34.01
2485812,-0.03,-0.04,1.08,1.71,2.44,4.88,903.37,34.02
2485850,-0.02,-0.04,1.08,1.95,2.87,4.82,903.33,34.01
2485888,-0.02,-0.03,1.12,2.44,2.5,4.82,903.32,34.02
2485926,-0.02,-0.03,1.1,2.75,3.17,4.88,903.34,34.03
2485964,-0.02,-0.03,1.09,2.99,2.93,4.7,903.32,34.02
2486002,-0.02,-0.04,1.1,3.17,3.36,4.64,903.31,34.02
2486078,-0.02,-0.03,1.12,3.42,2.99,4.52,903.27,33.98
2486116,-0.01,-0.04,1.1,3.36,3.54,4.58,903.32,34.0
2486154,-0.01,-0.04,1.09,3.23,3.11,4.7,903.25,33.99
2486243,-0.01,-0.04,1.05,2.93,3.48,4.39,903.21,33.97
2486281,-0.01,-0.04,1.04,2.93,3.78,4.39,903.22,33.97
2486319,-0.01,-0.05,1.0,2.56,3.85,4.21,903.2,33.99
2486357,-0.01,-0.05,1.01,2.56,3.85,4.09,903.2,33.99
2486395,-0.0,-0.06,0.97,1.89,4.46,4.03,903.16,33.99
2486433,-0.01,-0.05,0.98,1.95,4.03,3.97,903.16,34.0
2486483,-0.02,-0.05,0.97,1.53,3.97,3.97,903.16,33.98
2486521,-0.01,-0.06,0.99,1.16,4.15,3.91,903.2,34.01
2486559,-0.0,-0.06,0.98,1.1,4.03,3.78,903.11,34.0
2486597,-0.0,-0.05,0.99,0.79,3.97,3.72,903.16,33.99
2486636,-0.01,-0.05,0.98,0.85,3.91,3.72,903.21,34.01
2486674,0.01,-0.05,0.96,0.55,3.85,3.6,903.15,34.0
2486712,-0.0,-0.06,0.98,0.61,3.23,3.54,903.14,34.01
2486750,-0.01,-0.06,0.95,0.31,3.17,3.48,903.14,34.01
2486788,-0.0,-0.06,0.95,0.18,2.2,3.48,903.07,34.01
2486826,0.0,-0.04,0.98,0.31,1.89,3.42,903.08,34.01
2486876,0.01,-0.05,0.99,-0.12,2.01,3.48,903.07,34.01
2486914,-0.01,-0.04,1.01,0.24,1.95,3.36,903.08,34.0
2486952,-0.0,-0.05,1.04,0.31,2.14,3.17,903.05,34.01
2486990,-0.0,-0.04,1.06,0.49,2.44,3.05,903.05,34.0
2487028,-0.01,-0.04,1.07,0.49,3.23,3.11,903.06,34.01
2487066,0.0,-0.04,1.06,0.85,3.36,2.87,903.02,34.0
2487104,-0.01,-0.04,1.05,1.28,3.85,2.87,903.0,34.0
2487142,0.0,-0.04,1.03,1.4,4.15,2.69,902.99,34.01
2487180,0.0,-0.04,1.03,1.77,3.72,2.56,903.0,34.02
2487218,-0.0,-0.04,1.06,2.08,4.09,2.56,902.97,34.01
2487268,0.01,-0.03,1.1,2.38,5.19,2.26,902.99,34.01
2487306,0.01,-0.02,1.14,2.26,4.15,2.2,902.95,34.0
2487344,0.0,-0.03,1.12,2.26,4.39,2.38,902.94,34.0
2487382,-0.01,-0.04,1.05,2.38,4.64,2.32,902.91,34.0
2487420,0.01,-0.05,1.04,2.32,5.55,2.14,902.94,34.01
