timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
2731537,0.04,0.2,1.07,4.64,2.69,0.12,988.59,25.24,
2731576,0.05,0.2,1.08,0.12,4.09,-0.12,988.56,25.23,
2731614,-0.08,0.01,1.01,8.79,5.98,0.24,988.57,25.23,
2731652,-0.02,0.18,0.93,4.39,3.17,0.06,988.57,25.23,
2731690,-0.01,0.25,1.19,3.17,1.22,-0.18,988.49,25.24,
2731729,-0.09,0.04,1.12,11.84,1.46,0.43,988.52,25.22,
2731767,-0.1,0.09,0.66,6.53,2.99,0.43,988.53,25.24,
2731805,0.03,0.24,1.07,9.52,-1.1,-0.06,988.45,25.24,
2731881,0.02,0.17,0.86,7.26,-0.31,0.31,988.43,25.2,
2731919,-0.08,0.06,1.42,4.94,-2.2,0.12,988.38,25.22,
2731957,-0.04,0.14,1.09,-2.2,-2.2,0.37,988.41,25.22,
2732047,-0.09,0.16,0.3,-9.89,6.41,0.79,988.4,25.18,
2732085,-0.16,0.21,1.36,-4.7,-10.74,0.98,988.39,25.2,
2732124,-0.04,0.11,0.82,-16.05,5.19,1.59,988.45,25.2,
2732162,-0.09,0.3,1.34,0.67,-0.18,1.28,988.5,25.21,
2732200,-0.02,0.17,1.33,-10.99,4.58,1.34,988.51,25.21,
2732238,-0.03,0.15,0.54,-1.4,6.77,2.08,988.54,25.21,
2732288,0.03,0.16,0.96,5.07,3.72,1.95,988.49,25.2,
2732327,-0.06,-0.03,0.9,-3.3,4.58,2.38,988.52,25.21,
2732365,0.05,0.18,1.26,6.47,-0.24,2.14,988.49,25.2,
2732403,0.06,0.04,1.09,-6.53,8.67,2.56,988.45,25.22,
2732441,0.06,0.23,1.19,5.37,-0.31,2.2,988.41,25.21,
2732480,0.02,0.12,0.6,1.28,8.91,2.75,988.46,25.22,
2732518,-0.01,0.23,0.91,4.09,0.55,2.62,988.52,25.21,
2732556,-0.0,0.15,0.41,2.5,7.39,2.87,988.49,25.22,
2732594,0.06,0.22,0.98,3.36,-1.83,2.56,988.49,25.22,
2732632,0.0,-0.0,0.94,10.25,4.03,2.87,988.51,25.21,
2732682,0.07,-0.02,1.56,11.47,2.69,3.05,988.58,25.2,
2732721,0.05,0.19,1.61,7.75,-4.27,3.17,988.51,25.21,
2732759,-0.04,0.02,0.93,10.68,9.52,3.66,988.43,25.22,
2732797,-0.03,0.18,0.81,10.62,-0.31,2.93,988.49,25.21,
2732835,0.11,0.18,0.88,9.46,2.44,2.75,988.43,25.22,
2732874,-0.0,0.14,0.79,5.0,-0.85,3.11,988.49,25.22,
2732912,0.03,0.15,0.93,6.71,3.11,3.36,988.4,25.22,
2732950,-0.01,0.12,1.11,-9.95,8.06,2.99,988.39,25.23,
2732988,0.18,0.08,1.14,-11.11,-4.76,3.54,988.39,25.22,
2733027,0.18,0.06,0.7,-2.87,6.53,3.54,988.48,25.24,
2733077,0.17,0.22,1.11,-13.06,2.5,3.48,988.59,25.23,
2733115,-0.12,-0.05,1.42,2.99,1.59,3.23,988.52,25.22,
2733153,0.08,0.08,0.62,-9.89,5.74,3.3,988.55,25.24,
2733191,0.02,0.23,1.51,-2.26,2.99,3.05,988.55,25.24,
2733230,0.03,0.1,0.67,-0.49,9.4,2.99,988.49,25.25,
2733268,0.06,0.28,1.25,-5.25,0.61,2.5,988.59,25.25,
2733306,0.07,0.06,0.54,5.55,9.34,2.81,988.52,25.24,
2733344,0.08,0.22,0.92,0.18,1.46,2.44,988.54,25.25,
2733383,0.04,0.05,0.59,3.72,8.0,2.75,988.5,25.24,
2733421,0.08,0.22,0.71,-2.62,4.33,2.56,988.51,25.25,
2733471,-0.0,0.03,1.06,8.36,5.25,2.56,988.6,25.23,
2733509,0.14,0.19,1.28,6.47,0.43,2.56,988.61,25.24,
2733547,-0.04,0.21,2.33,11.96,-6.16,2.81,988.48,25.25,
2733586,0.02,0.06,1.38,1.28,11.29,3.05,988.45,25.24,
2733624,-0.05,0.25,2.23,12.51,-6.96,2.2,988.59,25.25,
2733662,0.03,-0.16,0.16,6.35,15.56,2.87,988.43,25.25,
2733700,0.19,0.19,1.12,2.56,1.71,1.28,988.38,25.25,
2733739,-0.08,0.03,0.27,15.56,11.78,2.01,988.43,25.25,
2733777,0.11,0.04,0.29,0.98,2.38,1.71,988.52,25.25,
2733815,-0.03,0.17,1.01,11.23,-4.33,2.01,988.53,25.24,
2733865,-0.01,0.13,0.36,1.77,2.2,2.01,988.43,25.24,
2733903,-0.01,0.04,0.84,9.7,0.43,1.1,988.42,25.24,
2733942,0.02,0.0,0.86,-0.92,-1.89,1.95,988.4,25.24,
2733980,0.03,0.01,1.43,-5.49,0.98,1.77,988.42,25.24,
2734018,0.06,0.11,1.21,-20.26,2.56,1.77,988.47,25.25,
2734056,0.07,-0.02,1.71,-25.09,-2.2,1.71,988.51,25.26,
2734094,0.08,-0.08,0.81,-17.21,8.61,2.5,988.52,25.25,
2734133,0.14,0.38,1.55,-23.32,-2.14,1.59,988.62,25.26,
2734171,0.0,0.04,1.74,-17.88,10.5,1.53,988.7,25.26,
2734221,-0.02,0.3,1.2,-26.06,5.68,1.04,988.68,25.24,
2734259,-0.16,0.24,1.2,-7.51,-4.58,1.04,988.62,25.24,
2734297,0.04,0.11,0.74,-12.51,6.65,0.79,988.61,25.25,
2734335,0.01,0.24,1.29,-5.98,-1.28,0.73,988.67,25.24,
2734374,-0.07,0.39,1.06,2.81,11.17,1.28,988.61,25.24,
2734412,-0.08,0.13,0.67,5.31,9.34,0.55,988.51,25.26,
2734450,0.03,0.27,0.72,4.27,8.91,0.67,988.59,25.25,
2734488,-0.02,0.35,1.02,9.77,4.21,0.79,988.55,25.25,
2734527,-0.07,0.13,0.64,11.23,9.64,1.53,988.49,25.25,
2734565,-0.04,0.24,0.81,7.81,6.35,1.4,988.55,25.26,
2734615,-0.03,0.16,0.69,14.22,8.73,1.95,988.47,25.24,
2734653,0.01,0.2,0.51,8.54,7.02,1.95,988.55,25.25,
2734691,-0.04,0.28,0.84,12.82,2.62,2.14,988.55,25.25,
2734729,0.02,0.17,0.57,10.19,6.41,2.26,988.55,25.25,
2734768,0.02,0.23,0.82,9.4,1.77,2.26,988.56,25.25,
2734806,-0.02,0.18,0.7,9.77,4.15,2.56,988.62,25.26,
2734844,-0.03,0.21,0.69,7.57,4.88,2.32,988.54,25.25,
2734882,-0.04,0.21,0.79,8.18,1.53,2.62,988.5,25.24,
2734921,0.02,0.14,0.71,5.92,0.85,2.38,988.58,25.25,
2734959,-0.04,0.19,0.85,6.16,-0.49,2.08,988.58,25.26,
2735035,0.05,0.19,0.83,4.7,1.59,2.32,988.53,25.23,
2735073,0.07,-0.05,1.95,6.29,-8.0,1.46,988.47,25.23,
2735111,0.01,0.02,2.56,11.96,3.66,2.38,988.45,25.23,
2735201,-0.16,0.13,1.1,9.34,6.23,2.81,988.43,25.21,
2735239,-0.04,0.14,0.44,0.85,3.91,2.44,988.42,25.21,
2735278,-0.0,0.18,0.56,6.29,-2.14,2.81,988.41,25.22,
2735316,-0.02,0.07,0.34,2.01,0.79,1.53,988.52,25.24,
2735354,-0.03,0.15,0.95,1.59,-5.74,2.08,988.49,25.22,
2735392,0.06,0.03,0.51,-2.38,3.78,1.83,988.54,25.22,
2735431,-0.02,0.12,1.05,-3.54,-5.55,1.53,988.5,25.24,
2735481,0.02,0.17,0.87,-7.02,1.89,2.01,988.58,25.22,
2735519,0.01,0.01,1.63,1.46,0.24,1.53,988.57,25.24,
2735557,0.02,0.06,1.53,0.12,2.44,1.22,988.47,25.24,
2735595,-0.03,0.04,1.46,-3.54,2.56,1.71,988.49,25.24,
2735633,0.08,0.29,1.03,0.18,3.05,1.65,988.52,25.23,
2735672,-0.02,0.15,0.88,-4.03,6.41,0.92,988.51,25.24,
2735710,-0.04,0.18,0.95,1.71,0.61,1.22,988.58,25.24,
2735748,-0.02,0.14,0.7,0.73,3.85,1.46,988.64,25.25,
2735786,0.05,0.14,0.97,1.65,1.22,0.67,988.62,25.27,
2735836,0.03,0.15,0.75,1.71,4.21,0.92,988.67,25.24,
2735874,-0.04,0.18,0.86,2.44,0.92,0.73,988.62,25.25,
2735913,-0.01,0.17,0.78,3.78,3.78,0.67,988.59,25.25,
2735951,-0.0,0.15,0.79,3.05,2.62,0.43,988.62,25.24,
2735989,-0.1,0.09,1.14,6.47,-0.43,0.79,988.53,25.24,
2736027,0.07,0.12,1.47,7.2,1.16,0.61,988.44,25.25,
2736066,0.01,0.01,1.94,5.43,2.56,0.67,988.41,25.25,
2736104,0.07,0.06,1.4,7.26,3.6,0.79,988.44,25.26,
2736142,0.03,0.08,1.27,9.22,0.92,0.61,988.36,25.26,
2736180,0.08,0.13,0.34,-0.12,7.08,0.37,988.44,25.26,
