timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
3048524,-0.04,-0.05,0.79,4.27,-1.65,1.71,938.99,32.83
3048562,-0.05,-0.06,0.76,4.33,-1.95,1.89,939.02,32.83
3048601,-0.05,-0.06,0.79,4.46,-3.36,2.44,938.96,32.83
3048650,-0.07,-0.05,0.8,4.39,-4.94,2.62,938.94,32.82
3048688,-0.07,-0.05,0.78,4.33,-5.37,2.75,938.92,32.83
3048727,-0.07,-0.05,0.8,4.64,-6.59,2.87,938.92,32.83
3048765,-0.06,-0.06,0.8,4.52,-7.63,3.11,938.86,32.83
3048803,-0.05,-0.06,0.78,4.15,-8.42,3.48,938.9,32.84
3048841,-0.07,-0.04,0.77,4.15,-9.83,3.6,938.88,32.83
3048879,-0.08,-0.05,0.75,3.72,-9.7,3.85,938.89,32.83
3048917,-0.06,-0.06,0.79,3.48,-11.29,4.15,938.83,32.84
3048955,-0.07,-0.06,0.78,3.23,-11.78,4.27,938.81,32.83
3048993,-0.07,-0.07,0.79,3.11,-11.72,4.46,938.81,32.83
3049043,-0.06,-0.05,0.82,2.93,-12.15,4.76,938.79,32.81
3049081,-0.05,-0.05,0.85,2.93,-12.27,4.7,938.88,32.82
3049119,-0.07,-0.06,0.83,2.69,-11.9,4.88,938.82,32.84
3049157,-0.06,-0.05,0.88,2.81,-12.08,4.7,938.81,32.82
3049195,-0.05,-0.05,0.9,2.69,-11.35,4.7,938.81,32.82
3049234,-0.07,-0.05,0.88,2.5,-11.47,4.94,938.86,32.82
3049272,-0.07,-0.04,0.92,2.44,-12.21,4.88,938.85,32.85
3049310,-0.07,-0.06,0.91,2.5,-11.84,4.7,938.84,32.83
3049348,-0.06,-0.04,0.95,2.08,-12.76,4.76,938.83,32.83
3049398,-0.06,-0.04,0.92,2.32,-11.66,4.82,938.85,32.81
3049436,-0.05,-0.06,0.89,2.01,-11.6,4.82,938.9,32.82
3049474,-0.06,-0.04,0.93,2.44,-12.21,4.64,938.92,32.82
3049512,-0.06,-0.05,0.92,2.2,-12.15,4.94,938.91,32.84
3049550,-0.07,-0.05,0.91,2.2,-12.27,5.07,938.87,32.82
3049588,-0.06,-0.04,0.96,2.26,-12.88,5.43,938.86,32.83
3049627,-0.06,-0.06,0.93,1.89,-13.0,5.43,938.87,32.83
3049665,-0.08,-0.05,0.97,1.83,-14.4,5.43,938.79,32.83
3049703,-0.07,-0.05,0.96,1.65,-13.49,5.68,938.84,32.83
3049753,-0.07,-0.05,0.92,1.22,-14.4,5.86,938.86,32.82
3049791,-0.08,-0.05,0.93,1.16,-13.55,5.8,938.92,32.83
3049829,-0.06,-0.06,0.91,0.85,-12.7,5.98,938.88,32.81
3049867,-0.05,-0.04,0.93,0.55,-12.88,5.92,938.84,32.82
3049905,-0.06,-0.04,0.93,0.18,-11.84,6.23,938.88,32.83
3049943,-0.09,-0.05,0.9,-0.18,-10.19,6.1,938.9,32.82
3049981,-0.07,-0.05,0.94,-0.79,-9.4,6.04,938.85,32.82
3050020,-0.04,-0.06,0.99,-0.98,-8.67,5.98,938.88,32.83
3050058,-0.06,-0.07,0.94,-0.92,-7.69,6.16,938.91,32.82
3050107,-0.05,-0.04,0.96,-1.16,-7.39,6.23,938.88,32.82
3050146,-0.06,-0.05,0.94,-1.28,-6.23,6.29,938.97,32.83
3050184,-0.05,-0.05,0.93,-1.46,-7.63,6.29,938.93,32.82
3050222,-0.07,-0.04,1.02,-1.59,-7.2,6.53,938.97,32.83
3050260,-0.04,-0.04,1.02,-2.01,-7.32,6.53,939.04,32.83
3050298,-0.05,-0.03,1.13,-1.95,-8.48,6.59,939.08,32.84
3050336,-0.04,-0.03,1.14,-2.56,-8.12,6.9,939.04,32.83
3050374,-0.07,-0.04,1.15,-2.62,-8.06,6.9,939.1,32.83
3050412,-0.06,-0.05,1.14,-2.62,-7.26,7.02,939.09,32.82
3050451,-0.08,-0.03,1.07,-2.99,-6.59,6.96,939.1,32.83
3050500,-0.07,-0.03,1.09,-2.81,-5.98,6.96,939.1,32.83
3050538,-0.08,-0.03,1.05,-3.42,-5.07,7.14,939.14,32.82
3050577,-0.1,-0.02,1.1,-2.99,-6.04,7.26,939.14,32.83
3050615,-0.08,-0.03,1.1,-3.17,-5.0,7.63,939.14,32.84
3050653,-0.1,-0.03,1.13,-3.23,-5.0,7.93,939.2,32.83
3050691,-0.07,-0.03,1.12,-3.48,-3.97,8.12,939.21,32.83
3050729,-0.07,-0.02,1.15,-3.17,-4.88,8.18,939.18,32.83
3050767,-0.08,-0.02,1.11,-3.6,-4.21,8.54,939.16,32.83
3050805,-0.11,-0.0,1.17,-3.54,-5.49,8.73,939.11,32.83
3050881,-0.08,-0.02,1.14,-4.39,-4.76,9.7,939.16,32.81
3050919,-0.07,-0.04,1.16,-4.33,-3.72,9.7,939.18,32.81
3050957,-0.1,-0.03,1.1,-4.58,-3.6,10.01,939.22,32.82
3051046,-0.11,-0.02,1.13,-4.27,-1.65,10.56,939.21,32.79
3051085,-0.12,-0.01,1.17,-3.72,-1.71,11.23,939.16,32.8
3051123,-0.12,-0.03,1.12,-4.39,0.0,11.72,939.2,32.81
3051161,-0.1,-0.01,1.12,-4.64,-0.31,11.84,939.21,32.81
3051199,-0.12,-0.02,1.11,-4.46,2.62,12.33,939.24,32.83
3051237,-0.07,-0.04,1.05,-4.88,4.7,12.76,939.22,32.82
3051287,-0.07,-0.03,0.99,-4.58,7.87,12.88,939.27,32.81
3051325,-0.08,-0.02,1.01,-4.15,7.2,13.55,939.31,32.8
3051363,-0.06,-0.04,1.0,-4.58,8.48,13.98,939.37,32.81
3051401,-0.04,-0.04,1.03,-4.7,7.81,14.04,939.31,32.82
3051439,-0.03,-0.05,1.06,-5.07,8.61,14.4,939.34,32.81
3051477,-0.01,-0.04,1.08,-5.55,7.75,14.71,939.31,32.82
3051515,-0.02,-0.02,1.17,-5.68,7.63,14.71,939.33,32.81
3051553,-0.03,-0.03,1.15,-6.71,8.73,15.26,939.36,32.83
3051592,-0.03,-0.03,1.19,-6.53,7.57,15.08,939.33,32.83
3051630,-0.01,-0.04,1.17,-7.08,7.2,15.32,939.34,32.82
3051679,-0.01,-0.02,1.18,-7.39,5.07,15.44,939.4,32.82
3051718,-0.02,-0.01,1.23,-7.57,5.19,15.75,939.37,32.82
3051756,0.01,-0.02,1.23,-8.12,5.49,15.87,939.39,32.81
3051794,-0.01,-0.02,1.35,-7.02,4.27,15.75,939.47,32.82
3051832,-0.02,-0.05,1.29,-7.2,5.68,15.81,939.52,32.83
3051870,0.0,-0.02,1.34,-6.71,4.21,15.5,939.5,32.83
3051908,0.01,-0.01,1.33,-6.47,3.11,15.38,939.45,32.82
3051946,0.01,-0.02,1.3,-6.23,1.16,15.44,939.48,32.84
3051985,0.0,-0.02,1.29,-6.29,-0.49,15.2,939.53,32.82
3052034,0.01,-0.03,1.31,-6.23,-2.01,14.95,939.48,32.8
3052072,0.02,-0.03,1.34,-5.92,-2.87,14.71,939.6,32.82
3052111,0.01,-0.03,1.3,-5.62,-2.75,14.34,939.55,32.79
3052149,0.01,-0.03,1.29,-5.13,-3.6,13.85,939.56,32.82
3052187,0.01,-0.04,1.22,-4.88,-3.23,13.37,939.62,32.82
3052225,-0.0,-0.04,1.2,-4.27,-4.27,13.06,939.61,32.84
3052263,0.0,-0.04,1.17,-4.27,-3.85,12.63,939.5,32.81
3052301,-0.02,-0.05,1.13,-4.09,-3.66,12.39,939.49,32.81
3052339,-0.03,-0.05,1.12,-4.03,-3.3,12.15,939.54,32.82
3052389,-0.02,-0.05,1.07,-4.58,-1.89,11.96,939.5,32.8
3052427,-0.02,-0.05,1.13,-4.94,-1.71,11.84,939.5,32.81
3052465,-0.02,-0.05,1.11,-5.74,-0.55,11.72,939.47,32.81
3052503,-0.0,-0.02,1.23,-5.37,-0.18,11.35,939.49,32.81
3052541,-0.01,-0.03,1.25,-5.92,1.28,11.11,939.49,32.81
3052580,-0.03,-0.02,1.31,-5.92,0.79,10.68,939.57,32.83
3052618,-0.03,-0.03,1.31,-5.92,2.01,10.68,939.57,32.82
3052656,-0.01,-0.02,1.34,-6.16,2.26,10.19,939.53,32.82
3052694,-0.02,-0.01,1.36,-5.68,2.69,10.19,939.5,32.82
3052744,-0.01,-0.01,1.36,-5.62,2.81,10.07,939.49,32.8
3052782,-0.02,-0.02,1.33,-5.8,4.09,9.64,939.47,32.81
3052820,-0.03,-0.03,1.35,-5.55,3.6,9.58,939.51,32.81
3052858,-0.01,-0.03,1.34,-5.68,4.46,9.64,939.55,32.82
3052896,-0.02,-0.02,1.32,-5.62,4.64,9.4,939.55,32.81
3052934,-0.03,-0.01,1.34,-4.7,4.64,9.34,939.51,32.82
3052972,-0.0,-0.03,1.31,-5.07,5.0,9.16,939.54,32.81
3053010,-0.03,-0.01,1.38,-4.94,3.3,9.22,939.55,32.83
3053049,-0.04,-0.03,1.3,-5.62,4.82,9.28,939.49,32.81
3053087,-0.01,-0.01,1.37,-5.19,3.54,8.97,939.5,32.83
3053136,-0.01,-0.01,1.38,-5.37,3.72,9.34,939.52,32.81
3053175,-0.01,-0.01,1.4,-5.37,2.99,9.28,939.53,32.81
3053213,-0.03,-0.01,1.39,-4.7,3.66,9.28,939.5,32.81
3053251,-0.03,-0.02,1.34,-4.76,3.11,9.4,939.52,32.83
3053289,-0.0,-0.0,1.38,-4.46,1.77,9.58,939.54,32.82
3053327,-0.02,-0.01,1.37,-3.97,0.98,9.7,939.61,32.82
3053365,-0.01,-0.03,1.34,-3.6,0.92,9.46,939.6,32.82
3053403,-0.02,-0.02,1.36,-2.62,-0.12,9.46,939.66,32.83
