timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
5121518,-0.04,-0.05,1.1,1.1,5.55,1.04,885.99,30.99
5121556,-0.04,-0.05,1.11,1.16,4.27,1.1,885.96,31.0
5121594,-0.04,-0.06,1.12,1.1,4.33,1.34,886.0,31.0
5121632,-0.04,-0.07,1.1,1.1,4.46,1.16,885.93,30.99
5121670,-0.06,-0.05,1.12,0.85,5.43,1.34,886.05,31.0
5121720,-0.03,-0.06,1.08,0.67,5.0,1.34,885.96,30.98
5121758,-0.05,-0.06,1.07,0.92,5.62,1.16,885.9,30.99
5121796,-0.04,-0.06,1.06,0.79,6.35,1.04,885.92,30.99
5121835,-0.03,-0.06,1.07,0.79,7.32,1.04,885.9,31.0
5121873,-0.04,-0.05,1.09,0.92,7.69,0.98,885.85,30.99
5121911,-0.06,-0.05,1.13,1.34,7.2,0.98,885.97,31.0
5121949,-0.05,-0.06,1.16,1.65,7.39,1.04,885.85,31.0
5121987,-0.06,-0.06,1.2,1.71,7.45,1.1,885.82,31.0
5122025,-0.05,-0.05,1.21,1.89,7.26,1.1,885.92,31.0
5122063,-0.05,-0.04,1.16,2.14,6.23,1.34,885.86,31.0
5122139,-0.04,-0.06,1.12,2.81,6.1,1.59,885.87,30.97
5122177,-0.06,-0.06,1.07,3.3,5.55,1.65,885.85,30.98
5122215,-0.05,-0.05,1.01,3.3,4.64,1.65,885.89,30.99
5122379,-0.05,-0.07,0.86,2.81,3.42,1.83,885.82,30.91
5122418,-0.05,-0.06,0.87,2.69,3.42,1.83,885.83,30.94
5122456,-0.07,-0.07,0.8,2.2,4.09,2.01,885.84,30.96
5122494,-0.06,-0.07,0.81,2.01,3.85,1.89,885.79,30.95
5122532,-0.04,-0.08,0.81,1.77,4.76,1.71,885.79,30.96
5122570,-0.05,-0.07,0.85,1.46,4.21,2.14,885.77,30.95
5122608,-0.05,-0.07,0.86,1.34,3.66,2.14,885.72,30.95
5122658,-0.07,-0.06,0.96,0.61,4.46,2.32,885.72,30.95
5122696,-0.05,-0.06,1.08,0.73,5.49,2.14,885.69,30.95
5122734,-0.06,-0.07,1.09,0.61,6.1,2.08,885.7,30.95
5122772,-0.05,-0.05,1.14,0.61,5.8,2.2,885.68,30.96
5122811,-0.07,-0.06,1.13,0.92,7.02,2.38,885.75,30.97
5122849,-0.05,-0.06,1.15,1.16,6.84,2.26,885.7,30.98
5122887,-0.07,-0.04,1.16,1.59,6.59,2.26,885.68,30.96
5122925,-0.07,-0.05,1.14,1.77,7.63,2.56,885.65,30.96
5122963,-0.02,-0.05,1.21,1.53,8.0,2.38,885.62,30.96
5123013,-0.04,-0.05,1.22,1.95,7.75,2.44,885.61,30.96
5123051,-0.03,-0.06,1.21,1.83,7.2,2.75,885.65,30.96
5123089,-0.05,-0.03,1.22,2.01,7.2,2.44,885.56,30.96
5123127,-0.05,-0.05,1.18,2.32,7.08,2.62,885.63,30.97
5123166,-0.03,-0.04,1.19,2.2,4.94,2.87,885.63,30.97
5123204,-0.04,-0.06,1.14,2.38,4.58,2.75,885.62,30.98
5123242,-0.03,-0.07,1.06,2.26,4.27,2.81,885.63,30.97
5123280,-0.01,-0.05,1.11,2.32,3.11,2.99,885.61,30.99
5123318,-0.02,-0.07,0.97,2.38,3.11,2.93,885.66,30.99
5123356,-0.04,-0.07,0.91,2.38,2.38,2.93,885.61,30.98
5123406,-0.04,-0.08,0.89,2.75,4.21,2.69,885.63,30.98
5123444,-0.0,-0.08,0.83,2.26,2.62,2.62,885.57,30.98
5123482,-0.01,-0.06,0.88,1.89,2.81,2.5,885.64,30.99
5123520,-0.02,-0.08,0.85,1.53,2.87,2.38,885.51,30.98
