timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
3304511,-0.02,-0.05,1.0,2.5,4.58,3.3,947.13,32.83
3304549,-0.01,-0.05,1.0,2.44,4.15,3.3,947.17,32.84
3304625,-0.02,-0.05,0.96,2.62,4.03,3.3,947.2,32.8
3304663,-0.02,-0.05,0.96,2.56,3.78,3.42,947.2,32.81
3304701,-0.02,-0.05,0.96,2.69,3.72,3.42,947.15,32.81
3304790,-0.02,-0.05,0.97,2.56,3.42,3.3,947.16,32.77
3304829,-0.02,-0.06,0.95,2.38,3.36,3.36,947.2,32.81
3304867,-0.02,-0.05,0.94,2.5,3.42,3.36,947.26,32.81
3304905,-0.02,-0.06,0.94,2.26,3.54,3.23,947.25,32.8
3304943,-0.02,-0.06,0.94,2.14,3.48,3.3,947.28,32.81
3304981,-0.02,-0.06,0.94,2.38,3.05,3.17,947.21,32.81
3305019,-0.02,-0.06,0.93,2.2,3.42,3.23,947.27,32.82
3305069,-0.02,-0.05,0.95,2.38,2.93,3.3,947.31,32.79
3305107,-0.02,-0.06,0.91,2.2,3.42,3.3,947.29,32.81
3305145,-0.02,-0.05,0.98,2.38,3.05,3.11,947.32,32.8
3305184,-0.03,-0.05,0.98,2.08,4.58,3.11,947.32,32.81
3305222,-0.02,-0.05,1.01,2.14,3.97,2.93,947.31,32.81
3305260,-0.01,-0.05,1.03,1.83,4.52,2.93,947.33,32.81
3305298,-0.02,-0.05,1.01,1.65,4.94,2.93,947.3,32.82
3305336,-0.03,-0.05,1.02,1.95,4.7,2.99,947.38,32.82
3305374,-0.02,-0.04,1.02,1.83,4.76,3.11,947.44,32.82
3305412,-0.03,-0.05,1.02,1.77,4.7,3.05,947.38,32.83
3305462,-0.02,-0.05,1.02,2.26,4.7,3.17,947.38,32.81
3305500,-0.02,-0.05,1.02,2.26,4.27,3.11,947.41,32.82
3305538,-0.01,-0.05,1.02,2.08,4.21,3.23,947.45,32.81
3305576,-0.01,-0.05,1.01,2.32,3.36,3.05,947.43,32.82
3305615,-0.01,-0.05,0.99,2.14,3.72,3.05,947.41,32.81
3305653,-0.01,-0.05,1.0,2.2,2.87,3.11,947.43,32.81
3305691,-0.01,-0.06,0.98,1.83,3.05,2.93,947.43,32.82
3305729,-0.0,-0.05,0.96,1.71,2.81,2.99,947.5,32.82
3305767,-0.01,-0.06,0.94,1.59,3.42,2.87,947.49,32.82
3305817,-0.01,-0.06,0.92,1.34,3.48,2.87,947.48,32.8
3305855,-0.01,-0.06,0.94,1.28,3.17,2.62,947.44,32.81
3305893,-0.0,-0.07,0.95,1.16,3.54,2.81,947.44,32.8
3305931,-0.01,-0.06,0.98,0.98,2.81,2.62,947.48,32.81
3305970,-0.01,-0.06,1.0,1.04,3.17,2.5,947.48,32.81
3306008,0.0,-0.06,0.99,0.92,3.6,2.5,947.6,32.83
3306046,-0.01,-0.05,1.0,0.79,3.66,2.26,947.56,32.83
3306084,-0.01,-0.06,0.98,0.73,4.76,2.26,947.56,32.82
3306122,-0.0,-0.05,0.98,0.67,4.7,2.14,947.57,32.83
3306160,-0.01,-0.05,1.01,0.67,4.94,2.01,947.57,32.83
3306210,-0.01,-0.05,1.02,0.49,5.0,1.95,947.58,32.81
3306248,-0.02,-0.05,1.04,0.85,5.31,1.89,947.56,32.81
3306286,-0.01,-0.05,1.06,0.67,5.19,1.77,947.66,32.82
3306324,-0.01,-0.05,1.08,0.67,4.88,2.08,947.61,32.81
3306362,-0.02,-0.05,1.05,0.73,5.19,2.01,947.72,32.83
3306400,-0.01,-0.05,1.07,0.79,3.97,2.01,947.63,32.83
3306439,-0.01,-0.05,1.05,0.79,4.21,2.01,947.68,32.83
3306477,-0.01,-0.05,1.03,0.79,2.87,2.08,947.66,32.83
3306515,-0.03,-0.05,1.06,0.73,2.99,1.95,947.71,32.81
3306553,-0.02,-0.05,1.03,0.73,3.17,2.01,947.7,32.83
3306603,-0.02,-0.05,1.08,0.85,2.75,2.01,947.72,32.83
3306641,-0.03,-0.06,1.04,0.67,3.36,2.2,947.73,32.83
3306679,-0.02,-0.05,1.08,0.85,3.42,2.08,947.73,32.83
3306717,-0.02,-0.05,1.05,0.67,4.58,2.08,947.78,32.83
3306755,-0.02,-0.04,1.06,0.98,4.09,1.95,947.74,32.82
3306793,-0.03,-0.05,1.05,1.04,4.82,1.89,947.77,32.82
3306832,-0.01,-0.05,1.07,0.73,4.76,2.01,947.81,32.83
3306870,-0.02,-0.04,1.09,0.85,4.82,2.01,947.78,32.83
3306908,-0.02,-0.05,1.07,0.73,4.7,1.83,947.74,32.83
3306958,-0.03,-0.05,1.08,0.73,5.0,2.01,947.82,32.84
3306996,-0.02,-0.04,1.09,0.67,4.7,2.08,947.87,32.83
3307034,-0.02,-0.05,1.09,0.79,4.94,2.08,947.82,32.83
3307072,-0.03,-0.05,1.06,0.73,5.0,2.01,947.85,32.83
3307110,-0.02,-0.04,1.08,0.79,4.46,2.08,947.79,32.81
3307148,-0.02,-0.05,1.08,0.85,4.88,2.01,947.87,32.83
3307187,-0.02,-0.05,1.07,0.98,4.09,2.08,947.83,32.83
3307225,-0.03,-0.04,1.08,1.04,4.46,2.08,947.88,32.83
3307263,-0.02,-0.04,1.06,0.98,4.76,2.14,947.88,32.83
3307301,-0.02,-0.04,1.07,0.98,4.15,2.08,947.89,32.84
3307351,-0.02,-0.05,1.06,0.79,4.39,2.14,947.92,32.81
3307389,-0.02,-0.05,1.06,0.92,3.85,2.32,947.92,32.83
