timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
2828559,-0.03,-0.1,1.02,1.4,3.05,-0.37,936.38,33.02
2828597,-0.05,-0.11,0.93,1.16,3.11,-0.37,936.36,33.01
2828635,-0.03,-0.09,0.95,1.22,2.69,-0.37,936.39,33.02
2828673,-0.04,-0.09,0.92,1.28,3.85,-0.37,936.3,33.01
2828711,-0.03,-0.1,0.9,1.16,3.23,-0.24,936.31,33.02
2828749,-0.04,-0.1,0.92,1.4,2.69,-0.31,936.35,33.04
2828799,-0.03,-0.1,0.84,1.16,3.6,-0.31,936.34,33.02
2828837,-0.04,-0.09,0.84,1.1,2.5,-0.24,936.33,33.03
2828875,-0.04,-0.1,0.82,0.92,3.48,-0.18,936.34,33.04
2828913,-0.04,-0.09,0.89,0.85,2.38,-0.18,936.3,33.04
2828951,-0.03,-0.1,0.91,0.49,2.81,-0.18,936.28,33.04
2828989,-0.06,-0.1,0.95,0.12,2.38,-0.12,936.29,33.03
2829027,-0.06,-0.09,1.01,0.98,4.21,-0.24,936.29,33.03
2829065,-0.03,-0.11,1.0,0.92,5.62,-0.18,936.33,33.04
2829103,-0.04,-0.09,0.97,1.53,4.88,-0.06,936.25,33.04
2829141,-0.04,-0.09,0.96,1.53,6.04,-0.12,936.35,33.05
2829191,-0.04,-0.1,0.91,1.77,5.74,-0.24,936.3,33.04
2829229,-0.06,-0.09,0.92,2.14,5.31,0.06,936.33,33.06
2829267,-0.05,-0.09,0.9,1.77,5.37,0.12,936.3,33.06
2829305,-0.05,-0.09,0.91,1.95,4.52,0.06,936.25,33.05
2829343,-0.04,-0.09,0.93,1.95,3.91,0.31,936.29,33.05
2829381,-0.05,-0.09,0.93,1.89,3.48,0.49,936.29,33.05
2829419,-0.05,-0.1,0.94,1.95,3.48,0.55,936.3,33.06
2829457,-0.05,-0.09,0.95,1.77,3.3,0.61,936.21,33.06
2829495,-0.04,-0.09,0.96,1.65,2.99,0.73,936.23,33.04
2829545,-0.05,-0.09,0.97,1.34,3.36,0.98,936.24,33.03
2829583,-0.06,-0.09,1.02,1.77,3.42,0.79,936.23,33.04
2829621,-0.07,-0.09,1.02,1.65,4.64,0.98,936.22,33.05
2829659,-0.04,-0.09,1.08,1.77,4.33,1.1,936.3,33.07
2829697,-0.05,-0.09,1.05,1.53,5.49,1.16,936.26,33.06
2829735,-0.07,-0.09,1.08,1.95,5.13,1.1,936.21,33.06
2829773,-0.07,-0.09,1.08,1.89,5.37,1.16,936.23,33.05
2829811,-0.05,-0.08,1.06,1.71,6.1,1.4,936.24,33.07
2829850,-0.07,-0.08,1.09,2.2,5.74,1.65,936.19,33.05
2829888,-0.05,-0.1,1.05,2.08,6.04,1.59,936.23,33.07
2829937,-0.06,-0.09,1.01,2.26,5.19,1.77,936.28,33.06
2829975,-0.05,-0.09,0.98,1.95,4.88,2.14,936.23,33.07
2830014,-0.04,-0.09,0.95,2.08,4.15,1.83,936.19,33.05
2830052,-0.04,-0.09,0.93,2.2,3.23,2.01,936.24,33.06
2830090,-0.04,-0.09,0.93,2.26,2.44,2.14,936.25,33.07
2830128,-0.04,-0.1,0.89,1.89,2.01,2.32,936.21,33.06
2830166,-0.07,-0.1,0.89,2.32,1.77,2.32,936.21,33.06
2830204,-0.06,-0.1,0.92,2.5,2.56,2.38,936.2,33.05
