timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
4813535,0.01,-0.07,1.13,2.32,6.84,-0.31,877.58,31.13
4813573,0.01,-0.07,1.15,2.01,7.63,-0.43,877.58,31.12
4813611,-0.01,-0.07,1.1,2.26,8.12,-0.43,877.62,31.13
4813649,-0.0,-0.06,1.16,2.38,8.73,-0.43,877.62,31.13
4813687,0.01,-0.08,1.13,2.2,9.83,-0.55,877.67,31.14
4813725,-0.01,-0.06,1.14,2.2,9.64,-0.79,877.67,31.12
4813775,-0.0,-0.08,1.12,2.44,10.99,-0.67,877.71,31.12
4813813,0.02,-0.08,1.11,2.44,10.8,-0.79,877.77,31.13
4813851,-0.0,-0.07,1.13,2.56,10.25,-0.79,877.74,31.11
4813890,0.01,-0.07,1.07,2.2,9.34,-0.92,877.76,31.11
4813928,-0.01,-0.07,1.07,1.71,8.97,-0.79,877.74,31.13
4813966,0.01,-0.08,1.06,0.98,7.69,-1.04,877.74,31.13
4814004,0.0,-0.08,1.03,0.73,7.93,-1.1,877.81,31.13
4814042,-0.01,-0.08,1.02,0.49,7.45,-1.4,877.87,31.12
4814080,-0.0,-0.09,0.99,0.55,7.51,-1.59,877.88,31.13
4814130,-0.0,-0.07,0.98,-0.06,7.14,-1.53,877.83,31.11
4814168,-0.03,-0.08,1.01,-0.24,6.23,-1.71,877.93,31.12
4814206,-0.02,-0.09,1.0,-0.67,6.23,-1.83,877.95,31.13
4814245,-0.02,-0.08,1.07,-0.79,6.04,-1.77,877.88,31.13
4814283,-0.02,-0.07,1.12,-0.79,6.53,-1.83,877.98,31.12
4814321,-0.03,-0.07,1.15,-0.85,6.1,-1.89,877.97,31.12
4814359,-0.02,-0.07,1.23,-0.73,6.9,-1.95,877.95,31.11
4814397,-0.02,-0.08,1.2,-0.85,7.81,-1.95,878.08,31.12
4814435,-0.03,-0.07,1.25,-0.43,7.51,-1.89,878.02,31.1
4814473,-0.03,-0.07,1.21,0.0,8.24,-1.95,878.05,31.13
