timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
4443503,-0.01,-0.1,0.78,0.18,2.32,2.56,894.95,22.69,
4443541,-0.02,-0.09,0.87,0.24,0.43,2.44,894.94,22.71,
4443579,-0.02,-0.1,0.84,-0.49,1.34,2.44,894.97,22.7,
4443629,-0.01,-0.08,0.97,-0.49,0.85,2.32,894.97,22.69,
4443668,-0.0,-0.1,1.0,-0.85,1.04,2.14,894.93,22.69,
4443706,-0.02,-0.09,1.02,-0.73,1.1,1.89,894.96,22.69,
4443744,-0.03,-0.09,1.07,-0.37,1.77,1.89,894.92,22.68,
4443782,-0.01,-0.1,1.06,-0.24,1.59,1.65,894.96,22.69,
4443821,-0.02,-0.08,1.1,0.18,1.22,1.65,894.94,22.69,
4443859,-0.03,-0.09,1.08,0.31,2.44,1.65,894.97,22.69,
4443897,0.0,-0.09,1.12,0.31,2.75,1.4,894.91,22.7,
4443936,-0.01,-0.08,1.17,1.22,2.5,1.4,894.97,22.7,
4443974,-0.03,-0.1,1.12,1.04,3.72,1.28,894.99,22.71,
4444024,-0.01,-0.08,1.11,1.53,3.48,1.16,894.94,22.7,
4444062,-0.01,-0.09,1.06,1.53,3.85,1.04,895.0,22.69,
4444100,-0.01,-0.09,1.05,2.14,3.23,1.04,894.93,22.7,
4444139,-0.02,-0.1,1.03,2.26,4.09,1.1,894.89,22.7,
4444177,0.0,-0.08,1.04,2.08,2.26,0.98,894.94,22.7,
4444215,-0.03,-0.09,1.08,2.56,2.14,0.92,894.93,22.71,
4444253,-0.01,-0.1,1.0,1.53,2.38,1.04,894.87,22.69,
4444292,-0.01,-0.09,1.08,2.32,0.49,0.85,894.84,22.7,
4444330,-0.02,-0.1,1.0,1.77,0.92,0.85,894.89,22.7,
4444368,-0.02,-0.08,1.01,1.89,0.49,0.73,894.77,22.69,
4444418,-0.02,-0.1,1.03,2.26,1.71,0.73,894.85,22.7,
4444456,-0.04,-0.09,0.99,2.14,0.98,0.55,894.91,22.71,
4444495,-0.04,-0.1,1.03,2.38,2.62,0.43,894.88,22.69,
4444533,-0.02,-0.1,0.97,1.28,2.99,0.49,894.85,22.7,
4444571,0.01,-0.07,1.04,1.77,2.93,0.43,894.87,22.7,
4444609,-0.02,-0.09,0.78,0.31,2.87,0.61,894.86,22.7,
4444648,-0.06,-0.07,0.79,1.04,1.53,0.43,894.82,22.7,
4444686,-0.05,-0.09,0.76,1.71,1.89,0.55,894.81,22.71,
4444724,-0.03,-0.09,0.73,1.04,2.62,0.49,894.84,22.7,
4444774,-0.03,-0.08,0.78,1.59,3.36,0.43,894.84,22.69,
4444812,-0.03,-0.1,0.81,1.34,4.09,0.67,894.83,22.69,
4444851,-0.04,-0.09,0.83,1.89,3.91,0.49,894.78,22.71,
4444889,-0.04,-0.08,0.83,1.4,4.7,0.43,894.74,22.7,
4444927,-0.04,-0.09,0.89,1.46,4.64,0.49,894.81,22.71,
4444966,-0.03,-0.1,0.92,1.4,4.7,0.67,894.8,22.69,
4445004,-0.03,-0.09,0.99,1.59,4.03,0.31,894.77,22.69,
4445042,-0.03,-0.1,0.96,1.59,5.07,0.55,894.79,22.7,
4445080,-0.03,-0.09,0.97,1.71,4.39,0.55,894.76,22.69,
4445118,-0.06,-0.09,0.97,2.2,4.39,0.55,894.76,22.71,
4445195,-0.02,-0.09,1.03,2.32,5.68,0.73,894.79,22.67,
4445233,-0.03,-0.09,0.99,2.08,6.35,0.61,894.77,22.68,
4445271,-0.05,-0.08,0.95,2.2,5.86,0.67,894.77,22.68,
4445361,-0.03,-0.09,1.02,2.01,5.49,0.92,894.73,22.65,
4445399,-0.04,-0.08,1.01,1.95,4.94,0.92,894.72,22.64,
4445437,-0.08,-0.08,1.02,2.2,5.37,0.98,894.73,22.66,
4445476,-0.03,-0.09,1.1,2.38,6.41,0.92,894.66,22.66,
4445514,-0.04,-0.09,1.12,2.2,7.02,0.92,894.71,22.68,
4445552,-0.07,-0.09,1.16,2.93,7.45,1.16,894.72,22.68,
4445591,-0.05,-0.09,1.22,3.11,7.39,1.16,894.62,22.66,
4445641,-0.03,-0.09,1.27,2.44,9.77,1.28,894.75,22.65,
4445679,-0.02,-0.08,1.24,2.5,8.0,1.34,894.68,22.66,
4445717,-0.05,-0.07,1.19,2.62,8.61,1.34,894.76,22.67,
4445756,-0.04,-0.09,1.14,2.32,8.61,1.34,894.7,22.67,
4445794,-0.05,-0.09,1.23,2.93,9.22,1.46,894.7,22.68,
4445832,-0.03,-0.08,1.16,2.32,10.99,1.4,894.62,22.67,
4445871,-0.05,-0.09,1.2,2.5,10.99,1.16,894.68,22.68,
4445909,-0.03,-0.09,1.17,1.95,13.61,1.16,894.67,22.68,
4445947,-0.02,-0.09,1.22,2.75,12.15,1.1,894.74,22.68,
4445997,-0.05,-0.1,1.12,2.62,13.31,1.4,894.69,22.66,
4446035,-0.02,-0.08,1.15,2.99,12.15,1.04,894.65,22.68,
4446074,-0.01,-0.08,1.17,2.56,11.96,1.16,894.66,22.68,
4446112,-0.01,-0.1,1.13,2.32,10.86,1.1,894.66,22.68,
4446150,-0.01,-0.09,1.16,2.44,9.4,0.92,894.61,22.67,
4446188,-0.03,-0.1,1.08,2.75,9.09,0.79,894.55,22.68,
4446227,-0.01,-0.09,1.04,2.14,7.63,0.79,894.57,22.68,
4446265,-0.01,-0.07,1.11,2.01,6.84,0.43,894.57,22.68,
4446303,-0.01,-0.1,1.06,1.95,6.29,0.37,894.59,22.68,
4446342,-0.02,-0.1,1.09,1.59,4.21,0.18,894.54,22.69,
4446391,-0.04,-0.08,1.11,1.34,3.78,0.24,894.58,22.66,
4446430,-0.01,-0.1,1.07,1.53,1.04,0.24,894.53,22.67,
