timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
6711527,-0.02,-0.05,0.98,1.77,-0.49,2.5,943.76,21.37,
6711617,-0.02,-0.05,0.95,1.65,0.55,2.44,943.78,21.32,
6711655,-0.02,-0.05,0.96,1.95,0.73,2.5,943.84,21.34,
6711693,-0.01,-0.05,0.95,1.77,0.98,2.44,943.85,21.35,
6711732,-0.02,-0.04,0.97,2.08,0.61,2.5,943.81,21.36,
6711770,-0.02,-0.05,0.97,1.89,1.34,2.44,943.8,21.35,
6711808,-0.01,-0.05,0.99,1.89,1.4,2.32,943.8,21.35,
6711846,-0.01,-0.05,0.96,1.95,1.71,2.38,943.89,21.35,
6711896,-0.01,-0.04,0.97,2.14,1.1,2.26,943.9,21.34,
6711935,-0.02,-0.06,0.93,1.95,1.77,2.26,943.83,21.35,
6711973,-0.01,-0.05,0.95,1.95,0.98,2.08,943.8,21.36,
6712011,-0.0,-0.05,0.97,2.01,0.85,2.08,943.87,21.37,
6712049,-0.02,-0.05,0.93,1.89,0.92,2.01,943.84,21.36,
6712088,-0.01,-0.03,0.97,1.83,0.61,2.01,943.87,21.37,
6712126,0.01,-0.04,1.05,1.89,-0.18,1.95,943.91,21.38,
6712164,-0.01,-0.05,1.06,1.71,-1.22,2.01,943.84,21.36,
6712203,-0.01,-0.04,1.11,2.08,-1.46,1.95,943.87,21.35,
6712241,-0.02,-0.04,1.1,2.01,-1.71,1.89,943.92,21.37,
6712291,-0.0,-0.03,1.12,2.01,-3.05,1.95,943.95,21.37,
6712329,-0.02,-0.03,1.1,1.95,-3.05,1.89,943.94,21.37,
6712368,-0.02,-0.03,1.11,1.89,-3.3,2.01,943.93,21.38,
6712406,-0.0,-0.03,1.14,1.77,-3.48,1.89,943.91,21.38,
6712444,-0.02,-0.03,1.16,1.71,-3.72,1.95,943.89,21.36,
6712483,-0.02,-0.02,1.21,1.77,-4.33,2.01,943.89,21.36,
6712521,-0.02,-0.03,1.18,1.4,-3.66,1.77,943.94,21.37,
6712559,-0.02,-0.02,1.24,1.4,-4.33,1.83,943.95,21.38,
6712597,-0.01,-0.03,1.19,1.28,-3.72,1.95,943.96,21.38,
6712647,-0.01,-0.02,1.21,1.77,-4.39,1.77,943.97,21.37,
6712686,-0.01,-0.03,1.14,1.65,-3.85,1.83,944.02,21.37,
6712724,-0.02,-0.02,1.16,1.83,-4.52,1.83,944.01,21.37,
6712762,-0.01,-0.04,1.13,1.65,-4.03,1.71,943.98,21.37,
6712800,-0.03,-0.03,1.14,1.95,-4.7,1.83,943.99,21.37,
6712839,-0.02,-0.04,1.15,1.77,-3.85,1.71,943.96,21.38,
6712877,-0.02,-0.04,1.13,1.95,-3.66,1.65,943.98,21.37,
6712915,-0.03,-0.03,1.12,1.83,-3.48,1.65,944.03,21.37,
6712953,-0.03,-0.04,1.09,1.89,-2.69,1.65,944.0,21.38,
