timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
2931548,0.03,-0.0,0.63,4.09,14.34,5.49,937.47,25.84,
2931587,0.06,-0.01,0.57,3.97,14.53,4.88,937.44,25.85,
2931625,0.03,-0.03,0.52,2.69,13.98,4.39,937.46,25.85,
2931663,0.06,-0.03,0.46,1.4,13.0,4.03,937.4,25.84,
2931701,0.07,-0.02,0.61,0.67,9.03,3.48,937.43,25.86,
2931739,0.1,-0.06,0.58,-0.24,9.34,2.93,937.33,25.85,
2931777,0.08,-0.04,0.69,-1.77,7.81,2.2,937.38,25.86,
2931816,0.05,-0.06,0.68,-2.26,7.57,1.46,937.36,25.85,
2931854,0.07,-0.04,0.63,-4.03,8.12,1.22,937.3,25.86,
2931892,0.07,-0.04,0.76,-3.23,9.46,0.31,937.23,25.84,
2931942,0.07,-0.06,0.68,-5.0,9.46,-0.18,937.26,25.84,
2931980,0.03,-0.03,0.83,-5.62,7.08,-0.43,937.13,25.83,
2932018,0.05,-0.07,0.9,-7.45,8.18,-0.98,937.12,25.85,
2932056,0.09,-0.05,1.04,-9.22,6.9,-1.71,937.14,25.85,
2932095,0.04,-0.05,1.12,-9.95,5.62,-2.08,937.17,25.85,
2932133,0.04,-0.05,1.17,-10.31,5.37,-2.26,937.11,25.86,
2932171,0.09,-0.02,1.41,-9.95,4.64,-3.11,937.1,25.86,
2932209,0.05,-0.02,1.49,-9.4,3.48,-3.3,937.03,25.84,
2932247,0.03,-0.02,1.6,-7.51,1.71,-3.3,937.07,25.84,
2932297,0.05,-0.02,1.58,-5.68,1.89,-4.39,937.04,25.84,
2932336,0.06,0.01,1.62,-4.21,0.85,-5.07,937.05,25.85,
2932374,0.08,-0.01,1.53,-2.62,0.61,-5.43,936.95,25.85,
2932412,0.05,0.01,1.47,-1.77,0.18,-5.92,936.94,25.86,
2932450,0.06,0.01,1.52,-1.16,0.24,-6.1,936.92,25.86,
2932488,0.06,-0.02,1.38,-1.16,-0.18,-6.53,936.87,25.85,
2932526,0.02,0.01,1.39,0.31,-2.93,-6.96,936.83,25.86,
2932564,0.0,-0.01,1.28,0.67,0.67,-7.51,936.84,25.85,
2932603,0.06,0.03,1.27,0.55,-0.12,-8.3,936.81,25.86,
2932641,0.01,0.04,1.29,1.65,-0.12,-8.61,936.82,25.85,
2932691,-0.04,0.01,1.18,1.4,1.95,-8.85,936.83,25.85,
2932729,0.0,0.05,1.2,0.55,4.21,-9.34,936.79,25.84,
2932767,-0.04,0.07,1.2,-0.18,5.13,-9.83,936.75,25.84,
2932805,-0.09,0.07,1.26,-0.24,5.07,-9.95,936.77,25.86,
2932843,-0.05,0.07,1.31,-0.79,8.18,-10.25,936.69,25.86,
2932882,-0.08,0.07,1.42,-1.4,10.01,-10.5,936.69,25.85,
2932920,-0.05,0.08,1.45,-1.28,10.93,-9.95,936.66,25.85,
2932958,-0.09,0.11,1.45,-0.61,10.68,-9.64,936.63,25.84,
2932996,-0.15,0.09,1.37,0.06,13.49,-9.28,936.58,25.85,
2933046,-0.09,0.11,1.33,0.61,12.45,-8.73,936.51,25.86,
2933084,-0.1,0.1,1.29,1.1,11.29,-8.06,936.44,25.86,
2933123,-0.09,0.09,1.27,1.46,10.62,-7.69,936.42,25.87,
