timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
3887510,-0.01,-0.0,1.15,0.18,3.3,2.01,891.29,23.91,
3887548,-0.02,-0.02,1.18,0.12,3.23,2.26,891.31,23.91,
3887586,-0.03,-0.01,1.23,0.43,2.14,2.26,891.28,23.91,
3887624,-0.02,-0.01,1.25,0.37,2.14,2.75,891.29,23.91,
3887674,-0.02,-0.01,1.23,0.92,-0.49,2.99,891.22,23.9,
3887713,-0.02,-0.02,1.18,0.98,-0.12,3.05,891.26,23.9,
3887751,-0.02,-0.02,1.13,1.16,-1.71,3.17,891.23,23.89,
3887789,-0.01,-0.03,1.1,1.34,-2.81,3.54,891.18,23.9,
3887827,-0.0,-0.02,1.06,1.53,-4.46,3.72,891.24,23.91,
3887866,-0.03,-0.03,1.0,1.77,-5.25,3.6,891.2,23.91,
3887904,-0.02,-0.02,0.96,1.83,-6.53,3.78,891.21,23.91,
3887942,-0.01,-0.03,1.0,2.5,-7.63,4.03,891.17,23.91,
3887980,-0.01,-0.05,0.92,2.01,-7.81,4.03,891.19,23.9,
3888030,-0.02,-0.03,0.96,2.87,-8.24,4.03,891.13,23.88,
3888069,-0.02,-0.05,0.86,2.32,-8.12,4.27,891.18,23.91,
3888107,-0.04,-0.03,0.88,3.17,-8.91,4.21,891.18,23.91,
3888145,-0.03,-0.05,0.83,2.93,-7.26,4.27,891.19,23.9,
3888183,-0.02,-0.05,0.82,3.23,-7.63,4.21,891.12,23.89,
3888222,-0.03,-0.05,0.8,3.42,-7.02,4.27,891.16,23.91,
3888260,-0.02,-0.06,0.71,3.23,-6.53,4.58,891.15,23.91,
3888298,-0.01,-0.05,0.71,3.36,-5.98,4.33,891.06,23.9,
3888336,-0.02,-0.06,0.66,3.42,-5.13,4.46,891.1,23.9,
3888375,-0.03,-0.05,0.65,3.66,-4.88,4.52,891.15,23.92,
3888425,-0.01,-0.06,0.62,3.11,-4.03,4.27,891.07,23.9,
3888463,-0.01,-0.06,0.64,2.99,-2.75,4.27,891.13,23.91,
3888501,-0.01,-0.06,0.64,2.81,-2.08,4.46,891.0,23.9,
3888539,-0.02,-0.05,0.7,2.62,-1.95,4.27,891.03,23.92,
3888578,-0.03,-0.06,0.7,2.14,-0.43,4.33,891.01,23.91,
3888616,-0.01,-0.05,0.74,1.53,0.55,4.27,891.0,23.91,
3888654,-0.01,-0.04,0.75,1.4,1.22,4.27,891.0,23.91,
3888692,-0.01,-0.04,0.79,1.04,1.16,4.15,891.02,23.91,
3888731,-0.01,-0.04,0.82,0.85,2.56,4.15,891.01,23.91,
3888781,-0.01,-0.03,0.87,0.67,2.81,4.46,891.08,23.9,
3888819,-0.01,-0.04,0.88,0.98,3.3,4.27,890.99,23.9,
3888857,-0.02,-0.03,0.86,1.04,3.72,4.27,891.03,23.91,
3888895,-0.01,-0.03,0.87,1.46,4.21,4.27,891.02,23.91,
3888934,-0.01,-0.03,0.87,1.28,4.33,4.33,891.03,23.91,
3888972,-0.01,-0.03,0.85,1.83,4.52,4.52,890.99,23.91,
3889010,-0.01,-0.03,0.87,1.77,5.07,4.21,890.99,23.9,
3889048,-0.0,-0.02,0.91,2.08,5.49,4.21,891.0,23.92,
3889087,-0.01,-0.03,0.92,2.08,6.16,4.39,891.01,23.91,
3889125,-0.01,-0.04,0.89,2.26,6.41,4.09,890.93,23.91,
3889175,-0.01,-0.02,0.92,2.38,7.26,3.91,890.97,23.9,
3889213,0.01,-0.04,0.9,2.5,7.87,3.85,890.98,23.91,
3889251,-0.01,-0.03,0.9,2.62,8.12,3.72,890.96,23.91,
3889290,-0.02,-0.02,0.95,3.05,8.85,3.78,890.95,23.91,
3889328,-0.02,-0.03,0.93,3.11,9.4,4.03,890.98,23.9,
3889366,-0.01,-0.02,0.96,3.66,8.73,3.97,890.97,23.91,
3889404,-0.02,-0.02,0.94,3.91,9.58,3.91,891.02,23.91,
3889443,-0.01,-0.03,0.93,4.21,8.91,4.27,890.95,23.91,
3889481,0.01,-0.02,0.95,4.09,8.79,4.33,891.03,23.92,
3889519,-0.01,-0.02,0.92,4.09,8.61,4.39,890.97,23.91,
3889595,-0.01,-0.03,0.96,3.91,8.06,4.52,891.0,23.88,
3889633,0.01,-0.02,0.96,3.78,7.39,4.27,890.94,23.9,
3889672,-0.0,-0.02,0.99,3.36,6.53,4.27,890.89,23.89,
3889762,0.0,-0.02,0.96,2.75,6.29,4.15,891.0,23.87,
3889800,-0.0,-0.02,0.97,2.56,5.8,4.21,890.98,23.87,
3889838,-0.02,-0.04,0.9,2.08,6.16,4.21,890.96,23.88,
3889876,0.0,-0.03,0.91,1.89,5.74,4.09,890.98,23.89,
3889914,0.01,-0.03,0.88,1.65,6.04,3.85,890.94,23.88,
3889953,0.0,-0.03,0.86,1.77,5.07,3.78,890.92,23.89,
3890003,-0.0,-0.04,0.86,1.71,5.92,3.91,890.97,23.87,
