timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
5063507,-0.02,-0.08,0.92,1.22,3.91,0.61,918.5,21.8,
5063545,-0.01,-0.08,0.91,0.55,4.58,0.49,918.53,21.79,
5063584,-0.02,-0.08,0.93,-0.06,4.15,0.43,918.48,21.8,
5063622,-0.01,-0.08,0.99,-0.49,4.52,0.61,918.47,21.8,
5063660,-0.02,-0.08,1.02,-0.49,4.09,0.55,918.5,21.8,
5063699,-0.04,-0.08,1.05,-0.79,3.66,0.61,918.41,21.81,
5063737,-0.03,-0.08,1.06,-0.79,2.99,0.55,918.44,21.81,
5063775,-0.02,-0.08,1.1,-1.1,3.3,0.61,918.47,21.8,
5063825,-0.01,-0.07,1.13,-1.28,3.36,0.67,918.48,21.8,
5063864,-0.03,-0.08,1.15,-1.22,3.48,0.79,918.47,21.81,
5063902,-0.03,-0.07,1.18,-1.28,4.03,0.61,918.41,21.8,
5063940,-0.03,-0.08,1.17,-0.92,4.27,0.73,918.45,21.8,
5063979,-0.02,-0.07,1.15,-0.98,4.46,0.85,918.42,21.81,
5064017,-0.02,-0.06,1.15,-0.67,4.21,0.73,918.42,21.81,
5064055,-0.01,-0.07,1.15,-0.55,4.27,0.85,918.39,21.81,
5064093,0.0,-0.07,1.18,-0.18,3.42,0.85,918.42,21.8,
5064132,-0.02,-0.08,1.15,-0.12,3.78,0.85,918.4,21.81,
5064182,-0.03,-0.07,1.14,0.06,3.17,0.98,918.37,21.79,
5064220,-0.01,-0.07,1.15,0.31,2.69,0.79,918.4,21.81,
5064258,-0.0,-0.08,1.1,0.12,2.56,0.79,918.38,21.81,
5064297,-0.02,-0.07,1.06,0.18,1.83,0.92,918.34,21.8,
5064335,-0.02,-0.07,1.09,0.49,2.08,1.1,918.31,21.81,
5064373,-0.01,-0.08,1.0,0.49,1.4,0.85,918.29,21.81,
5064412,-0.03,-0.08,1.04,0.79,0.67,0.98,918.29,21.81,
5064450,-0.03,-0.08,1.0,0.31,1.89,0.79,918.33,21.81,
5064488,-0.03,-0.08,1.01,0.43,2.2,0.79,918.26,21.81,
5064527,-0.01,-0.08,1.02,-0.06,2.5,0.79,918.23,21.82,
5064577,-0.03,-0.08,1.04,-0.37,2.56,0.79,918.19,21.8,
