timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
5265507,-0.04,-0.07,1.01,0.31,3.3,4.21,870.36,30.69
5265583,-0.04,-0.07,1.01,0.49,4.64,4.09,870.31,30.66
5265621,-0.04,-0.06,1.07,0.55,3.48,4.15,870.25,30.66
5265659,-0.05,-0.07,1.06,0.73,4.52,4.09,870.28,30.68
5265748,-0.03,-0.06,1.1,1.04,4.7,3.85,870.28,30.64
5265787,-0.01,-0.07,1.06,1.1,3.23,3.91,870.3,30.66
5265825,-0.06,-0.04,1.1,1.59,3.54,3.91,870.28,30.66
5265863,-0.05,-0.08,1.03,1.71,4.15,4.03,870.28,30.66
5265901,-0.03,-0.07,1.12,1.65,2.87,4.03,870.25,30.65
5265939,-0.05,-0.07,1.04,1.4,3.72,4.15,870.32,30.66
5265977,-0.04,-0.06,1.05,1.22,2.56,4.21,870.29,30.66
5266027,-0.04,-0.07,1.09,1.59,3.11,3.97,870.3,30.65
5266065,-0.03,-0.05,1.15,1.4,2.14,4.15,870.29,30.65
5266104,-0.03,-0.05,1.13,1.65,3.48,4.15,870.27,30.67
5266142,-0.06,-0.06,1.14,1.53,2.93,4.09,870.32,30.64
5266180,-0.05,-0.06,1.15,1.71,3.78,3.91,870.36,30.67
5266218,-0.07,-0.07,1.09,1.89,3.54,4.03,870.31,30.67
5266256,-0.06,-0.06,1.05,2.38,3.48,4.39,870.36,30.67
5266294,-0.05,-0.09,0.97,2.5,4.39,4.15,870.3,30.67
5266333,-0.05,-0.07,0.96,2.26,3.6,4.15,870.28,30.67
5266383,-0.06,-0.08,0.83,2.08,4.88,4.21,870.31,30.65
5266421,-0.06,-0.07,0.88,1.65,4.39,4.09,870.29,30.67
5266459,-0.05,-0.07,0.92,1.4,6.16,4.39,870.21,30.67
5266497,-0.06,-0.07,0.88,1.4,5.62,4.21,870.3,30.67
5266535,-0.07,-0.06,0.98,1.4,6.1,4.46,870.33,30.67
5266573,-0.05,-0.08,0.95,1.22,6.84,4.33,870.31,30.67
5266612,-0.07,-0.06,0.97,1.22,5.86,4.33,870.33,30.67
5266650,-0.05,-0.08,0.95,1.46,7.14,4.52,870.31,30.66
5266688,-0.05,-0.08,0.94,1.59,6.65,4.52,870.36,30.67
5266726,-0.05,-0.07,0.98,1.71,7.2,4.82,870.42,30.67
5266776,-0.05,-0.08,0.93,1.71,5.92,4.64,870.34,30.66
5266814,-0.04,-0.07,0.93,1.59,6.23,4.58,870.29,30.67
5266852,-0.03,-0.08,0.94,1.53,6.04,4.76,870.4,30.67
