timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
6863526,-0.06,-0.08,0.94,2.87,5.8,1.16,943.93,21.65,
6863564,-0.05,-0.06,1.0,3.17,5.55,0.98,943.93,21.65,
6863602,-0.03,-0.06,1.0,3.11,6.41,1.1,943.97,21.66,
6863641,-0.01,-0.06,1.03,3.72,6.59,1.04,943.96,21.65,
6863679,-0.03,-0.08,0.97,3.85,7.51,1.04,944.02,21.65,
6863717,-0.04,-0.05,0.94,3.6,6.9,1.1,944.04,21.65,
6863755,-0.03,-0.05,0.93,3.66,7.26,1.28,944.06,21.65,
6863805,-0.01,-0.06,0.91,2.81,6.9,1.22,944.03,21.64,
6863844,0.01,-0.08,0.99,2.99,6.65,1.16,944.08,21.65,
6863882,-0.02,-0.07,0.95,1.95,6.1,1.28,944.01,21.64,
6863920,-0.01,-0.05,1.06,2.2,4.76,1.28,944.04,21.65,
6863958,-0.02,-0.08,0.93,0.55,6.1,1.22,944.07,21.65,
6863997,-0.03,-0.06,1.01,0.79,3.11,1.53,944.09,21.65,
6864035,-0.02,-0.08,0.99,-0.06,3.17,1.53,944.09,21.65,
6864073,-0.0,-0.06,1.01,-0.37,1.95,1.46,944.1,21.64,
6864111,-0.0,-0.06,1.03,-0.24,1.59,1.59,944.06,21.65,
6864161,-0.01,-0.05,1.05,-0.43,0.98,1.65,944.1,21.65,
6864199,-0.02,-0.06,1.05,-0.73,1.1,1.46,944.11,21.64,
6864238,-0.02,-0.04,1.06,-0.79,1.22,1.28,944.17,21.65,
6864276,-0.02,-0.05,1.06,-0.49,1.71,1.16,944.18,21.64,
6864314,0.01,-0.06,1.08,-0.49,1.22,0.92,944.15,21.65,
6864352,-0.0,-0.06,1.08,-0.06,1.22,0.85,944.19,21.64,
6864391,0.0,-0.06,1.07,0.18,1.53,0.67,944.23,21.65,
6864429,-0.02,-0.05,1.09,0.37,1.89,0.61,944.23,21.65,
6864467,-0.03,-0.06,1.08,0.31,2.32,0.61,944.21,21.66,
6864505,-0.02,-0.07,1.12,0.61,2.87,0.37,944.23,21.66,
6864581,-0.0,-0.06,1.11,1.34,3.48,0.37,944.23,21.62,
6864620,0.01,-0.06,1.1,1.59,4.21,0.12,944.17,21.62,
6864658,-0.01,-0.05,1.12,2.2,4.33,0.0,944.3,21.65,
6864748,-0.0,-0.06,1.06,2.99,5.31,-0.12,944.23,21.6,
6864786,0.0,-0.06,1.07,3.3,6.1,-0.12,944.24,21.6,
6864824,0.01,-0.07,1.03,3.17,6.47,-0.37,944.21,21.62,
6864862,0.0,-0.05,1.05,3.23,5.86,-0.31,944.26,21.63,
6864901,-0.02,-0.06,1.06,3.54,5.37,-0.37,944.24,21.63,
6864939,-0.02,-0.06,1.04,3.72,4.64,-0.43,944.27,21.63,
6864977,0.01,-0.06,1.03,3.72,3.3,-0.61,944.31,21.64,
6865027,-0.01,-0.06,1.0,4.09,2.44,-0.85,944.31,21.64,
6865065,-0.0,-0.07,0.98,4.21,1.95,-0.61,944.25,21.63,
6865104,-0.0,-0.07,0.96,4.52,1.34,-0.85,944.27,21.64,
6865142,-0.02,-0.06,0.94,4.39,0.55,-0.85,944.3,21.63,
6865180,-0.03,-0.07,0.93,4.7,0.12,-0.49,944.28,21.64,
6865218,-0.02,-0.07,0.92,4.52,-0.37,-0.73,944.29,21.63,
6865257,-0.02,-0.07,0.93,4.46,-0.49,-0.79,944.28,21.64,
6865295,-0.02,-0.07,0.88,3.97,-0.85,-0.61,944.29,21.63,
6865333,-0.03,-0.06,0.92,3.91,-1.22,-0.43,944.27,21.65,
6865383,-0.03,-0.07,0.88,3.42,-0.31,-0.49,944.31,21.64,
6865421,-0.03,-0.07,0.88,2.93,-0.43,-0.43,944.3,21.63,
6865460,-0.05,-0.06,0.89,2.56,0.18,-0.43,944.29,21.65,
6865498,-0.05,-0.07,0.85,2.56,1.16,-0.43,944.32,21.64,
6865536,-0.03,-0.07,0.9,2.26,1.65,-0.37,944.33,21.64,
6865574,-0.02,-0.07,0.94,2.08,2.62,-0.24,944.33,21.65,
6865612,-0.04,-0.06,0.91,1.89,3.17,-0.12,944.33,21.64,
6865651,-0.05,-0.06,0.96,2.01,2.75,0.0,944.38,21.65,
6865689,-0.04,-0.07,0.91,1.53,2.81,0.06,944.31,21.63,
6865739,-0.04,-0.06,0.95,2.01,2.81,0.12,944.35,21.65,
6865777,-0.04,-0.08,0.88,1.59,4.7,0.18,944.37,21.65,
6865815,-0.04,-0.06,0.95,1.59,5.07,0.18,944.39,21.65,
6865854,-0.04,-0.06,1.01,1.34,7.02,0.31,944.36,21.64,
6865892,-0.05,-0.07,1.0,0.61,8.67,0.37,944.38,21.65,
6865930,-0.05,-0.06,1.07,0.73,8.85,0.49,944.37,21.65,
